,댓글인덱스,추가일시,전체인덱스,채널명,채널인덱스,댓글내용,좋아요
676,677,13 12:07:10,518,영국남자,519,육거리종합시장 탐방에서 맛보던 시원소주가 여기서 만들던 제품임청주 초정리에 위치한 곳이근처에 초정 탄선수로 목욕하는곳이 있으며 전국에서 오기도함 이런 여행탐방기 어떤가요,0
678,679,13 12:07:10,519,영국남자,520,배우분들을 어떻게 섭외 하시는지 궁금해요,0
679,680,13 12:07:11,520,영국남자,521,아직까지도 한국에서 신기하거나 이해가 안되는 문화가 있다면,0
680,681,13 12:07:11,521,영국남자,522,이제는 서울을 벗어나서 지역별 특산물을 먹어보는건 어떨까요,0
683,684,13 12:07:11,524,영국남자,525,미모 유지 비결이 뭔가요,0
684,685,13 12:07:12,525,영국남자,526,조쉬님 제가 많이 존경하는거 아시나요 ,0
692,693,13 12:07:19,533,영국남자,534,조시가 올리의 한국 이름을 지어준다면,0
694,695,13 12:07:19,535,영국남자,536,그래서 면도기는 좋나여,0
698,699,13 12:07:31,539,영국남자,540,앞으로도 유명한 배우분들을 섭외해서 찍어볼생각있으신지또 한다면 누구를 섭외하실것인지,0
700,701,13 12:07:32,541,영국남자,542,런던이나 근교에 사는 한국인들과 팬미팅 해주세요 ,0
701,702,13 12:07:32,542,영국남자,543,한국음식 먹고 영국와서 사업하고 싶다고 생각하신적 있으신가요 ,0
705,706,13 12:07:39,546,영국남자,547,한국에서 팬미팅 하실 생각없나요,0
712,713,13 12:07:40,552,영국남자,553,유튜브하면서 가장 뿌듯행복했던 순간은 ,0
716,717,13 12:07:41,555,영국남자,556,취미 알려주세요,0
718,719,13 12:07:41,557,영국남자,558,사진에 올리는 왜 없나요,0
719,720,13 12:07:42,558,영국남자,559,올리님에게 이삭토스트 vs 리지님  올리님의 선택은,0
721,722,13 12:07:42,560,영국남자,561,제 핸드폰 비밀번호좀 알려주세요,0
722,723,13 12:07:42,560,영국남자,561,기억이 안나요,0
724,725,13 12:07:43,562,영국남자,563,그거 진짜 쉐이빙 크림이에요,0
725,726,13 12:07:43,563,영국남자,564,올리와 조쉬가 서로에게 바꾸고 싶은 것이 있다면 무엇인가요,0
727,728,13 12:07:43,565,영국남자,566,테드 소식이 궁금합니다,0
728,729,13 12:07:43,566,영국남자,567,조쉬님은 설 연휴에 뭐해요,0
729,730,13 12:07:43,566,영국남자,567,가비님과 설 맞이나 세배 하나요,0
735,736,13 12:07:45,571,영국남자,572,이거 모에요,0
736,737,13 12:07:45,572,영국남자,573,영국이 그리운 순간이 언젠지 궁금해요,0
738,739,13 12:07:45,573,영국남자,574,40살의 조쉬와 올리는 뭘 하고 있을까요,0
739,740,13 12:07:45,573,영국남자,574,그런 미래까지 상상해본적 있나요,0
741,742,13 12:07:51,575,영국남자,576,조쉬가 가장 가지고 싶은 한국 이름은 뭔가요,0
742,743,13 12:07:52,576,영국남자,577,한국에 주로 어느 기간에 오나요,0
747,748,13 12:07:53,581,영국남자,582,가비님과는 언제 만났나요,0
749,750,13 12:07:53,583,영국남자,584,조쉬와 올리는 언제까지 유튜브 일을 하실생각인가요,0
755,756,13 12:08:00,589,영국남자,590,다시 태어난다면 어디에서,0
771,772,13 12:08:03,600,영국남자,601,想想去 直接中文～ 的中文是在的？能下在中的？감사합니다,0
773,774,13 12:08:03,602,영국남자,603,조쉬와 올리가 친해질수 있었던 가장큰 매개체는,0
774,775,13 12:08:09,603,영국남자,604,주노랑 크리스신부님 아기들이랑 브리랑 너무 귀엽고 예뻐요,0
776,777,13 12:08:09,603,영국남자,604,Shandy시리즈 또 할 생각 없나용그다음 미친남자 시리즈도 너무 재밌는데 또 하면 좋겠어용조쉬님이랑 올리님이랑 우리나라를 너무 좋아해주시고 많은 분들에게 알려주셔서 너무 감사해요,0
777,778,13 12:08:09,603,영국남자,604,정말 제 최애 유투버님입니당♀영국남자랑 졸리 모두 더 대박나기를 기원해용,0
779,780,13 12:08:15,605,영국남자,606,곧휴가철이세요,0
781,782,13 12:08:22,607,영국남자,608,다음으로 한국오는 사람 누구인가요,0
784,785,13 12:08:22,610,영국남자,611,면도하고 화장하시나 보네요,0
785,786,13 12:08:22,611,영국남자,612,조쉬는 왜 이렇게 잘생겼어요,0
786,787,13 12:08:23,612,영국남자,613,형도 이제 슬슬 탈모와여,0
789,790,13 12:08:24,615,영국남자,616,2020년에 개인적인 계획이나 새로운 다짐있나요,0
798,799,13 12:08:31,622,영국남자,623,저세상 부드러움 인데요,0
799,800,13 12:08:31,623,영국남자,624,저 남잔데 오빠라고 불러도 되나요,0
800,801,13 12:08:31,624,영국남자,625,왜 그렇게 잘생기셨나요,0
802,803,13 12:08:31,626,영국남자,627,옛날처럼 음식 소개 영상들을 찍을 생각은 없으신가요,0
805,806,13 12:08:32,627,영국남자,628,늙었을때는 무엇을 하면서 살고싶으신가요,0
807,808,13 12:08:32,629,영국남자,630,오른쪽에 있는사람은 머하고있는거임,0
812,813,13 12:08:38,631,영국남자,632,올리랑 결혼하실 생각넝담  °  °,0
814,815,13 12:08:39,633,영국남자,634,외국인이 영어쓰는게 당연한데 형은 영어쓰니까 이상해 ,0
815,816,13 12:08:39,634,영국남자,635,평소에 신의 존재를 의식하나요,0
819,820,13 12:08:40,638,영국남자,639,지금까지 수많은 촬영을 해 왔을텐데 가장 뿌듯하고 잘 만들었다고 생각하는 영상이 있다면 무엇인가요,0
821,822,13 12:08:40,640,영국남자,641,머리카락 자르는 주기,0
822,823,13 12:08:40,641,영국남자,642,유명한 배우들을 어떻게 섭외하나요,0
824,825,13 12:08:41,643,영국남자,644,폰은 아이폰만 쓰시나요,0
827,828,13 12:08:42,646,영국남자,647,가장 맛있는 한국음식,0
830,831,13 12:08:42,649,영국남자,650,북한여행 계획있으신지요,0
831,832,13 12:08:43,650,영국남자,651,조쉬는 원래 뭐가 되고 싶었나요,0
833,834,13 12:08:43,651,영국남자,652,저도 맨 처음 태국갔을때 강한 향신료 냄새에 놀랐는데 조쉬님도 한국이나 중국에서 그렇게 놀란 경험이 있는 지 궁금합니다,0
839,840,13 12:08:44,656,영국남자,657,유명한분 섭외는 어떻게 하나요,0
840,841,13 12:08:44,657,영국남자,658,북한 여행 계획이나 가실건가요,0
843,844,13 12:08:50,659,영국남자,660,조쉬와 올리는 힘들거나 지치지 않아요,0
847,848,13 12:08:51,661,영국남자,662,한국에 관심을 갖게 된 이유,0
848,849,13 12:08:51,662,영국남자,663,많은 셀럽분들의 인터뷰는 셀럽분의 관계자분들께서 먼저 요청하는건가요,0
852,853,13 12:08:52,666,영국남자,667,조쉬형 그냥 한국에 거주 하시면 안되나요,0
853,854,13 12:08:53,667,영국남자,668,요즘 불매 상황에 대해 어떻게 느껴지나요,0
855,856,13 12:08:53,669,영국남자,670,영국남자 채널을 앞으로 어떤 방향으로 기획 하실 건가요,0
856,857,13 12:08:53,669,영국남자,670,다른 나라를 체험하고싶다면 가장 추천하시는 방법은조쉬 올리 두분의 의견을 듣고싶네요,0
859,860,13 12:08:55,672,영국남자,673,조쉬하고 가비님은 2세 계획이있나요,0
861,862,13 12:08:55,674,영국남자,675,아이 낳을 계획 있어요,0
863,864,13 12:08:56,676,영국남자,677,브리를 어떻게 만나게되었고 왜 브리를 선택했는지 궁금해요 ,0
867,868,13 12:08:56,680,영국남자,681,가장 좋아하는 가수가 누군가요,0
872,873,13 12:08:57,684,영국남자,685,피카츄 돈까스 드셨나요,0
878,879,13 12:08:58,688,영국남자,689,이번 모델 그렇게 좋나요,0
884,885,13 12:09:11,693,영국남자,694,신부님 처럼 찰스님도 맥날을 좋아하시나요,233
885,886,13 12:09:11,693,영국남자,694,아니시라면 찰스님이 좋아하시는 음식이 뭔가요,233
889,890,13 12:09:18,697,영국남자,698,영국남자들에 나오는 모든 사람들의 태어난 연도,168
890,891,13 12:09:18,697,영국남자,698,나이 순서 order of age가 궁금해요 ,168
892,893,13 12:09:18,697,영국남자,698,정말 궁금해요,168
895,896,13 12:09:18,698,영국남자,699,크리스신부님의 대처나 판단이 궁금하고 존경스럽거든요,108
908,909,13 12:09:27,709,영국남자,710,다만 동시에 여기에와서 겪은 당황스러운일 좀 불쾌했던 경험 이런건  없는지 궁금해요,33
910,911,13 12:09:33,711,영국남자,712,방송에는 안 나왔지만 전쟁기념관 다녀 오셨는지궁금해요,19
912,913,13 12:09:33,712,영국남자,713,인터뷰 영상 속 강아지들의 이름은 헷갈리지않는지도 궁금하네요,19
913,914,13 12:09:34,713,영국남자,714,쌍둥이 분들은 어떻게 그런 흔하지 않은 직업을 가지게 되셨어요,18
919,920,13 12:09:40,716,영국남자,717,두 쌍둥이의 러브스토리가 궁금함당,16
924,925,13 12:09:52,720,영국남자,721,평소에 상상했던 한국과 직접 와 본 한국의 차이는 어떤가요,13
926,927,13 12:10:04,722,영국남자,723,로즈랑 제니님도 크리스님이랑 찰스님을 헷갈릴 때가 있나요,12
927,928,13 12:10:04,722,영국남자,723,특히 아기들은 쌍둥이 엄마나 아빠를 헷갈리기도 한다는데 아기들의 반응이 궁금해요,12
928,929,13 12:10:04,723,영국남자,724,영국 군대에서 휴가 나와서 한국 군대에 다시 들어간 기분이 어땠나요,12
930,931,13 12:10:11,725,영국남자,726,올리와 영국남자님 mbti궁금해요,11
933,934,13 12:10:17,726,영국남자,727,쌍둥이형제 크리스와찰스 서로 누가더 잘생겼다고생각하나요,10
934,935,13 12:10:17,726,영국남자,727,쌍둥이 분들의 의견이 궁금합니다,10
938,939,13 12:10:23,729,영국남자,730,크리스 신부님 거북목은 좀 나아지고 계신가요,9
944,945,13 12:10:35,732,영국남자,733, 두 형제의 직업이 약간 특별하잖아요,8
945,946,13 12:10:35,732,영국남자,733,어떻게 두 직업을 선택하게 됐는지,8
946,947,13 12:10:35,732,영국남자,733, 두 분은 스트레스를 어떻게 푸시나요,8
949,950,13 12:10:35,732,영국남자,733,그런 건 어떻게 푸시나요,8
950,951,13 12:10:35,732,영국남자,733,개인적으로 굉장히 궁금해요,8
952,953,13 12:10:41,734,영국남자,735,조쉬와 올리는 쌍둥이 어떻게 구별 하나요,8
953,954,13 12:10:47,735,영국남자,736,궁금한건없고 그냥 한국에대해 좋은방향으로 꾸준히 알려주시고 소개해주셔서 너무나 감사드립니다,8
956,957,13 12:10:47,736,영국남자,737,정말 사소한 질문이지만 크리스 신부님 성이 lee 인가요,9
960,961,13 12:10:53,737,영국남자,738,올리와 조쉬는 어떤가요,8
963,964,13 12:10:53,737,영국남자,738,주변 영국인들도 크게 관심이 없는지 궁금해요,8
968,969,13 12:11:06,741,영국남자,742,이 과정에서 비하인드 스토리는 없나요,7
970,971,13 12:11:06,743,영국남자,744,두 분 어렸을 때나 유튜브 하기 전에 갖고 있던 꿈이 궁금해요,7
974,975,13 12:11:07,745,영국남자,746,인데 실제로 영국엔 이 편지가 있나요,6
977,978,13 12:11:13,748,영국남자,749,한국에서 먹었던 음식중 가장 맛있었던 것과 맛없었던 것은 무엇인가요,5
978,979,13 12:11:19,749,영국남자,750,최고급호텔과 음식들비용이 정말 많이 들었을텐데 제작비라고 하지만 최소 뒷자리 0이 6개는 붙었을텐데 영국남자 통장 괜찮은가요,5
982,983,13 12:11:26,752,영국남자,753,앞으로 방향성이 궁금합니다,4
984,985,13 12:11:26,752,영국남자,753,새롭게 도전해보고 싶은 콘텐츠가 있다면 알려주세요,4
986,987,13 12:11:32,754,영국남자,755,찰스님이 여행오기 전 기대했던 것들은 무엇이었는지 그리고 그 것들과 다른점이 있었는지 궁금해요,4
988,989,13 12:11:33,756,영국남자,757,결혼생활 충고,4
992,993,13 12:11:33,757,영국남자,758,올리가 느낀 쌍둥이의 차이점은,3
997,998,13 12:11:40,762,영국남자,763,좀 외람된거같긴한데 영국의 식사예절이 궁금해요,3
1000,1001,13 12:11:40,765,영국남자,766,크리스 신부님은 저번에 혼자 오셔서 한의원에서 자기가 왜 신부님이 되려고 했는지비하인드 스토리를 알려주셨는데 찰스 소령님도 왜 군인이 되고 싶었는지 듣고싶습니닷,3
1002,1003,13 12:11:46,767,영국남자,768,미친남자 조니 근황 궁금해요,3
1008,1009,13 12:11:53,772,영국남자,773,사진 속에 왜 올리 혼자 다른 사람의 배에 누워 있나요,2
1009,1010,13 12:11:53,772,영국남자,773,청개구린가요,2
1010,1011,13 12:11:53,773,영국남자,774,조쉬님은 왜이렇게 잘생겼나요,2
1013,1014,13 12:11:54,775,영국남자,776,크리스신부님 어떻게 알게 되었냐니,2
1015,1016,13 12:11:54,776,영국남자,777,인터뷰할 때 있던 강아지들은 누구예요,2
1020,1021,13 12:12:06,779,영국남자,780,Andy Season 2 계획은 있나요,2
1022,1023,13 12:12:12,781,영국남자,782,한국엔 얼마나 자주 오시나요,2
1025,1026,13 12:12:18,784,영국남자,785,크흑 댓글이 이렇게 많지만 않았다면 나도 질문 하나 하려고 했는데,2
1029,1030,13 12:12:19,788,영국남자,789,평소에 여가시간은 어떻게 보내시는지 궁금해요,2
1030,1031,13 12:12:20,789,영국남자,790,신부님이랑 나이대가 큰 차이 없어 보이는데왜 조쉬는 신부님에게 존댓말 쓰나요,2
1044,1045,13 12:12:33,795,영국남자,796,혹시 일본 불매 운동에 대해 어떻게 생각하세요,2
1045,1046,13 12:12:33,795,영국남자,796,일본 제품 쓰세요,2
1047,1048,13 12:12:33,796,영국남자,797,이럴때 멘탈관리를 하시는건가요,1
1048,1049,13 12:12:33,796,영국남자,797,되게 위험한 일이고 트라우마도 있을 것 같은데 정신이 건강하셔서 궁금했어요,1
1051,1052,13 12:12:45,798,영국남자,799,저는 오빠와 항상 싸워가며 자랐다고 생각하는데 영상에서 보이듯이 닮은 듯 다른 쌍둥이 형제 크리스님과 찰스님은 엄청 크게 싸운 적이 있다고 생각하시는 일이 있으신가요,1
1054,1055,13 12:12:45,799,영국남자,800,제일 유치하게 싸웠을때가 언제인가요,1
1061,1062,13 12:12:52,804,영국남자,805,트윈분들을 포함해 졸리패밀리의 족보를 더 자세히 알고픈건 저만의 호기심일런지요,1
1063,1064,13 12:12:53,805,영국남자,806,매 영상마다 신부님옷 입은 크리스가 인터뷰하고 군대복입은 크리스가 나와서 인터뷰 두번하는거죠,1
1064,1065,13 12:12:53,806,영국남자,807,이번주는 영상이 안 올라오나요,1
1067,1068,13 12:12:54,809,영국남자,810,예전에 음료수나 사탕 같이 먹을때 나온 아기들은 이제 못나오나요,1
1069,1070,13 12:12:54,810,영국남자,811,한국 여행때 불편하셨던 점 이해하기 힘든 문화 차이가 있었는지,1
1070,1071,13 12:12:54,810,영국남자,811,영국 생활과 어떤점이 달랐는지,1
1072,1073,13 12:12:54,811,영국남자,812,두분 태어나서 같이 제일 크게 사고 친 사건이 무엇인가용,1
